fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Myktybek Orolbai,1998-02-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kyrgyzstan,male,welterweight,16,NA,16,NA,16,16,6,5,1 KO 2 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,3,3,1,6.2,3164,3164,2923,2023-11-18,W - Uros Medic,2026-03-14,W - Chris Curtis,2026-08-15,Jeremiah Wells
Waldo Cortes-Acosta,1991-10-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Dominican Republic,male,heavyweight,5,NA,16,NA,4,16,13,10,5 KO 0 Sub 5 Dec,3,0 KO 0 Sub 3 Dec,-1,5,2,4.5,3157,3236,2841,2022-10-29,W - Jared Vanderaa,2026-05-09,L - Alexander Volkov,NA,NA
Mike Malott,1991-11-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,welterweight,12,NA,16,NA,11,16,8,7,3 KO 2 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,4,4,3,4.2,3141,3141,2796,2022-04-09,W - Mickey Gall,2026-04-18,W - Gilbert Burns,NA,NA
Dominick Reyes,1989-12-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,11,NA,16,NA,1,15,15,10,6 KO 1 Sub 3 Dec,5,4 KO 0 Sub 1 Dec,1,6,4,3.7,3138,3194,3012,2017-06-25,W - Joachim Christensen,2026-04-11,W - Johnny Walker,NA,NA
Tatiana Suarez,1990-12-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,2,NA,10,NA,1,7,10,9,1 KO 5 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,2,7,3,5,3138,3138,2781,2016-07-08,W - Amanda Cooper,2026-04-11,W - Loopy Godinez,NA,NA
Aiemann Zahabi,1987-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Canada, Lebanon",male,"bantamweight, featherweight",6,NA,16,NA,6,16,11,8,2 KO 0 Sub 6 Dec,3,2 KO 0 Sub 1 Dec,-1,7,1,6.9,3137,3195,2854,2017-02-19,W - Reginaldo Vieira,2026-06-14,L - Sean O'Malley,NA,NA
Ikram Aliskerov,1992-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,15,16,5,4,3 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,2,2,1,5.8,3135,3135,2956,2023-05-06,W - Phil Hawes,2025-10-25,W - JunYong Park,2026-06-27,Brunno Ferreira
Aaron Pico,1996-09-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,12,NA,16,NA,12,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,1,0,4,3132,3132,3199,2025-08-16,L - Lerone Murphy,2026-04-11,W - Patricio Freire,NA,NA
Daniel Rodriguez,1986-12-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,15,NA,16,NA,13,16,14,10,3 KO 1 Sub 6 Dec,4,1 KO 1 Sub 2 Dec,3,4,1,4.6,3130,3130,2921,2020-02-15,W - Tim Means,2025-07-19,W - Kevin Holland,2026-08-01,Uros Medic
Kayla Harrison,1990-07-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's bantamweight,-1,NA,2,NA,-1,2,3,3,0 KO 2 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,5,3128,3128,2929,2024-04-13,W - Holly Holm,2025-06-07,W - Julianna Pena,NA,NA
Raoni Barcelos,1987-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,14,NA,16,NA,14,16,15,11,2 KO 2 Sub 7 Dec,4,1 KO 0 Sub 3 Dec,5,5,3,6.7,3127,3127,2831,2018-07-14,W - Kurt Holobaugh,2026-04-25,W - Montel Jackson,NA,NA
Kyoji Horiguchi,1990-10-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,flyweight,5,NA,16,NA,3,16,11,9,2 KO 1 Sub 6 Dec,2,1 KO 1 Sub 0 Dec,-1,5,1,5.5,3127,3248,2751,2013-10-19,W - Dustin Pague,2026-06-20,L - Manel Kape,NA,NA
Jan Blachowicz,1983-02-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,light heavyweight,4,NA,16,NA,-1,6,22,12,5 KO 2 Sub 5 Dec,8,1 KO 1 Sub 6 Dec,0,5,6,2.7,3124,3488,3024,2014-10-03,W - Ilir Latifi,2025-12-06,D - Bogdan Guskov,2026-08-01,Bogdan Guskov
Grant Dawson,1994-02-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,10,16,15,12,2 KO 5 Sub 5 Dec,2,2 KO 0 Sub 0 Dec,1,5,2,5.8,3122,3258,2887,2019-03-09,W - Julian Erosa,2026-05-09,W - Mateusz Rebecki,NA,NA
Tatsuro Taira,2000-01-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,flyweight,3,NA,16,NA,3,16,10,8,3 KO 3 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-1,6,5,5.6,3121,3188,2865,2022-05-14,W - Carlos Candelario,2026-05-09,L - Joshua Van,NA,NA
Farid Basharat,1997-08-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Afghanistan, United Kingdom, England",male,bantamweight,16,NA,16,NA,15,16,6,6,0 KO 1 Sub 5 Dec,0,0 KO 0 Sub 0 Dec,6,6,0,9.8,3120,3122,2865,2023-03-04,W - Da'Mon Blackshear,2026-02-07,W - Jean Matsumoto,2026-07-11,Ethyn Ewing
David Martinez,1998-08-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,bantamweight,8,NA,16,NA,8,16,3,3,1 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,3,3114,3114,3015,2025-03-29,W - Saimon Oliveira,2026-02-28,W - Marlon Vera,2026-07-25,Umar Nurmagomedov
Khalil Rountree Jr.,1990-02-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,5,NA,16,NA,4,16,18,10,7 KO 0 Sub 3 Dec,7,4 KO 1 Sub 2 Dec,-1,5,6,4.3,3109,3168,2831,2016-07-08,L - Andrew Sanchez,2025-10-04,L - Jiri Prochazka,2026-07-25,Magomed Ankalaev
Jakub Wiklacz,1996-09-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,bantamweight,16,NA,16,NA,16,16,2,2,0 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,10,3105,3105,3031,2025-10-04,W - Patchy Mix,2026-02-07,W - Muin Gafurov,NA,NA
Azamat Murzakanov,1989-04-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,light heavyweight,8,NA,16,NA,6,16,7,6,5 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,6,2,6,3104,3213,2905,2022-03-12,W - Tafon Nchukwi,2026-04-11,L - Paulo Costa,NA,NA
Rizvan Kuniev,1992-03-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,heavyweight,8,NA,16,NA,6,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,3,3099,3099,3143,2025-06-21,L - Curtis Blaydes,2026-02-07,W - Jailton Almeida,2026-07-25,Tyrell Fortune
Steve Garcia,1992-05-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,10,NA,16,NA,8,16,11,8,7 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-1,7,4,6.3,3096,3201,2801,2020-02-29,L - Luis Pena,2026-06-14,L - Diego Lopes,NA,NA
Dan Hooker,1990-02-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,New Zealand,male,lightweight,9,NA,16,NA,4,16,24,14,7 KO 2 Sub 5 Dec,10,4 KO 2 Sub 4 Dec,-2,4,6,4.7,3083,3186,2945,2014-06-27,W - Ian Entwistle,2026-02-01,L - Benoit Saint Denis,NA,NA
Joel Alvarez,1993-03-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Spain,male,"welterweight, lightweight",16,NA,16,NA,15,16,11,8,4 KO 3 Sub 1 Dec,3,1 KO 1 Sub 1 Dec,-1,4,1,8,3080,3180,2864,2019-02-23,L - Damir Ismagulov,2026-05-09,L - Yaroslav Amosov,NA,NA
Vinicius Oliveira,1995-11-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, bantamweight",13,NA,16,NA,11,16,6,5,2 KO 0 Sub 3 Dec,1,0 KO 1 Sub 0 Dec,1,4,4,6,3078,3130,2911,2024-03-02,W - Benardo Sopaj,2026-06-20,W - Andre Fili,NA,NA
Youssef Zalal,1996-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Morocco,male,featherweight,8,NA,16,NA,7,16,13,8,0 KO 4 Sub 4 Dec,4,0 KO 0 Sub 4 Dec,-1,5,2,8,3078,3157,2773,2020-02-08,W - Austin Lingo,2026-04-25,L - Aljamain Sterling,NA,NA
Jared Cannonier,1984-03-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,11,NA,16,NA,2,16,20,11,7 KO 0 Sub 4 Dec,9,3 KO 0 Sub 6 Dec,-1,3,8,3.1,3078,3348,3035,2015-01-03,L - Shawn Jordan,2025-08-16,L - Michael Page,2026-07-18,Christian Leroy Duncan
Manuel Torres,1995-03-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,lightweight,15,NA,16,NA,13,16,6,5,4 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,2,3,5,5,3076,3076,2848,2022-05-14,W - Frank Camacho,2025-12-06,W - Grant Dawson,2026-06-27,Rafael Fiziev
Volkan Oezdemir,1989-09-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Switzerland, Turkey",male,light heavyweight,9,NA,16,NA,2,16,16,9,5 KO 1 Sub 3 Dec,7,2 KO 1 Sub 4 Dec,1,3,3,4.1,3072,3092,3021,2017-02-04,W - Ovince Saint Preux,2025-11-22,W - Alonzo Menifield,NA,NA
Payton Talbott,1998-09-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,11,NA,16,NA,11,16,6,5,2 KO 1 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,3,2,5.3,3071,3071,2779,2023-11-18,W - Nick Aguirre,2025-12-06,W - Henry Cejudo,NA,NA
Nathaniel Wood,1993-05-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,featherweight,16,NA,16,NA,16,16,14,11,0 KO 3 Sub 8 Dec,3,1 KO 0 Sub 2 Dec,4,4,2,8.2,3071,3071,2764,2018-06-01,W - Johnny Eduardo,2026-03-21,W - Losene Keita,NA,NA
Tom Nolan,2000-03-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,lightweight,13,NA,16,NA,13,16,6,5,1 KO 1 Sub 3 Dec,1,1 KO 0 Sub 0 Dec,5,5,1,6.8,3071,3071,2736,2024-01-13,L - Nikolas Motta,2026-06-06,W - Fares Ziam,NA,NA
Bogdan Guskov,1992-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Russia, Uzbekistan",male,light heavyweight,10,NA,16,NA,8,16,6,4,3 KO 1 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,4,2,6,3070,3070,2913,2023-09-02,L - Volkan Oezdemir,2025-12-06,D - Jan Blachowicz,2026-08-01,Jan Blachowicz
Drakkar Klose,1988-03-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,13,10,2 KO 0 Sub 8 Dec,3,2 KO 0 Sub 1 Dec,1,4,2,7.3,3069,3091,2813,2017-01-15,W - Devin Powell,2025-08-16,W - Edson Barboza,NA,NA
Charles Jourdain,1995-11-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,NA,16,NA,16,16,17,9,2 KO 4 Sub 3 Dec,7,1 KO 1 Sub 5 Dec,3,3,5,6.1,3066,3066,2772,2019-05-18,L - Des Green,2026-04-18,W - Kyler Phillips,NA,NA
Josh Hokit,1997-11-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,4,NA,16,NA,4,16,4,4,3 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,4,4,4,6.5,3063,3063,2828,2025-11-08,W - Max Gimenis,2026-06-14,W - Derrick Lewis,NA,NA
Virna Jandiroba,1988-05-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,3,NA,11,NA,1,8,13,9,1 KO 3 Sub 5 Dec,4,0 KO 0 Sub 4 Dec,1,5,2,6.4,3062,3156,2770,2019-04-27,L - Carla Esparza,2026-04-04,W - Tabatha Ricci,NA,NA
Montel Jackson,1992-04-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,14,16,13,9,3 KO 1 Sub 5 Dec,4,0 KO 0 Sub 4 Dec,-2,6,2,8.3,3060,3141,2820,2018-08-04,L - Ricky Simon,2026-04-25,L - Raoni Barcelos,NA,NA
Mackenzie Dern,1993-03-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, United States",female,women's strawweight,-1,NA,6,NA,-1,5,16,11,0 KO 5 Sub 6 Dec,5,1 KO 0 Sub 4 Dec,3,4,6,3.4,3059,3059,2735,2018-03-03,W - Ashley Yoder,2025-10-25,W - Virna Jandiroba,2026-08-15,Gillian Robertson
Bo Nickal,1996-01-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,15,NA,16,NA,15,16,7,6,3 KO 2 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,2,4,2,4.6,3056,3056,2787,2023-03-04,W - Jamie Pickett,2026-06-14,W - Kyle Daukaus,NA,NA
Kevin Vallejos,2001-12-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,male,featherweight,9,NA,16,NA,9,16,4,4,3 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,4,4,2,3.8,3055,3055,2804,2025-03-15,W - SeungWoo Choi,2026-03-14,W - Josh Emmett,NA,NA
Uros Medic,1993-04-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Serbia,male,welterweight,14,NA,16,NA,12,16,10,7,7 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,3,3,3,7.5,3055,3055,2795,2021-03-06,W - Aalon Cruz,2026-02-21,W - Geoff Neal,2026-08-01,Daniel Rodriguez
Israel Adesanya,1989-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, New Zealand",male,middleweight,9,NA,16,NA,-1,2,19,13,5 KO 0 Sub 8 Dec,6,3 KO 1 Sub 2 Dec,-4,9,8,1.7,3053,3576,3168,2018-02-10,W - Rob Wilkinson,2026-03-28,L - Joe Pyfer,NA,NA
Bryce Mitchell,1994-10-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,NA,16,NA,9,16,13,10,1 KO 2 Sub 7 Dec,3,1 KO 2 Sub 0 Dec,2,6,2,5.5,3050,3130,2853,2018-07-06,W - Tyler Diamond,2026-06-06,W - Santiago Luna,NA,NA
Ludovit Klein,1995-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Slovakia,male,lightweight,16,NA,16,NA,16,16,12,8,2 KO 0 Sub 6 Dec,3,0 KO 1 Sub 2 Dec,1,4,1,7.8,3045,3080,2816,2020-09-26,W - Shane Young,2025-10-25,W - Mateusz Rebecki,2026-08-01,Tofiq Musayev
Alexa Grasso,1993-08-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,female,women's flyweight,3,NA,7,NA,-1,1,15,9,1 KO 2 Sub 6 Dec,5,0 KO 1 Sub 4 Dec,1,5,3,2.7,3043,3104,2773,2016-11-05,W - Heather Clark,2026-03-28,W - Maycee Barber,NA,NA
Reinier de Ridder,1990-09-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Netherlands,male,middleweight,8,NA,16,NA,4,16,6,4,1 KO 2 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-2,4,1,2.2,3042,3243,3078,2024-11-09,W - Gerald Meerschaert,2026-03-07,L - Caio Borralho,NA,NA
Melquizael Costa,1996-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,13,NA,16,NA,12,16,10,7,2 KO 2 Sub 3 Dec,3,1 KO 1 Sub 1 Dec,-1,6,2,6.2,3041,3173,2870,2023-01-21,L - Thiago Moises,2026-05-16,L - Arnold Allen,NA,NA
Navajo Stirling,1997-11-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,New Zealand,male,light heavyweight,16,NA,16,NA,16,16,5,5,2 KO 0 Sub 3 Dec,0,0 KO 0 Sub 0 Dec,5,5,0,6.8,3040,3040,2730,2024-12-14,W - Tuco Tokkos,2026-06-20,W - Ion Cutelaba,NA,NA
Johnny Walker,1992-03-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Ireland",male,"heavyweight, light heavyweight",13,NA,16,NA,5,16,16,8,6 KO 1 Sub 1 Dec,7,4 KO 0 Sub 3 Dec,-1,3,5,3.6,3036,3129,2977,2018-11-17,W - Khalil Rountree Jr.,2026-04-11,L - Dominick Reyes,2026-08-01,Ante Delija
Vicente Luque,1991-11-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, United States",male,"middleweight, welterweight",16,NA,16,NA,4,16,25,17,8 KO 7 Sub 2 Dec,8,2 KO 1 Sub 5 Dec,1,6,9,5.6,3034,3341,2862,2015-07-12,L - Mike Graves,2026-04-11,W - Kelvin Gastelum,2026-08-15,Tresean Gore
Nikita Krylov,1992-03-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Russia, Ukraine",male,light heavyweight,12,NA,16,NA,5,16,21,12,5 KO 5 Sub 2 Dec,9,3 KO 4 Sub 2 Dec,1,5,1,6,3034,3198,2864,2013-08-31,L - Soa Palelei,2026-01-24,W - Modestas Bukauskas,2026-07-11,Robert Whittaker
Roman Dolidze,1988-07-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Georgia,male,middleweight,14,NA,16,NA,7,16,14,9,5 KO 0 Sub 4 Dec,5,0 KO 1 Sub 4 Dec,-2,4,3,4.6,3030,3264,2929,2020-07-18,W - Khadis Ibragimov,2026-03-21,L - Christian Leroy Duncan,NA,NA
Asu Almabayev,1994-01-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,flyweight,9,NA,16,NA,7,16,7,6,0 KO 2 Sub 4 Dec,1,1 KO 0 Sub 0 Dec,2,4,1,7.1,3028,3035,2776,2023-08-05,W - Ode Osbourne,2025-11-22,W - Alex Perez,2026-06-27,Charles Johnson
Kevin Holland,1992-11-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, welterweight",16,NA,16,NA,10,16,29,16,6 KO 5 Sub 5 Dec,12,2 KO 3 Sub 7 Dec,1,5,10,4.5,3028,3183,2934,2018-08-04,L - Thiago Santos,2026-04-11,W - Randy Brown,2026-07-18,Jacobe Smith
Dooho Choi,1991-04-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,featherweight,16,NA,16,NA,11,16,10,6,6 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,3,3,6,4.4,3027,3027,2804,2014-11-22,W - Juan Manuel Puig,2026-05-16,W - Daniel Santos,NA,NA
Beneil Dariush,1989-05-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,14,NA,16,NA,3,16,26,17,3 KO 5 Sub 9 Dec,8,7 KO 1 Sub 0 Dec,-2,8,5,4.7,3026,3411,2970,2014-01-15,W - Charlie Brenneman,2026-05-02,L - Quillan Salkilld,NA,NA
Serghei Spivac,1995-01-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Moldova,male,heavyweight,6,NA,16,NA,6,16,15,9,3 KO 3 Sub 3 Dec,6,4 KO 0 Sub 2 Dec,1,3,2,4.9,3026,3124,2856,2019-05-04,L - Walt Harris,2026-02-21,W - Ante Delija,NA,NA
Mason Jones,1995-04-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Wales",male,lightweight,16,NA,16,NA,16,16,7,4,1 KO 0 Sub 3 Dec,2,0 KO 0 Sub 2 Dec,3,3,3,7.7,3023,3023,2687,2021-01-20,L - Mike Davis,2026-03-21,W - Axel Sola,NA,NA
Alexander Hernandez,1992-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,11,16,18,10,5 KO 0 Sub 5 Dec,8,3 KO 1 Sub 4 Dec,-1,4,3,5.4,3021,3139,2906,2018-03-03,W - Beneil Dariush,2026-04-25,L - Rafa Garcia,NA,NA
Cezary Oleksiejczuk,2000-01-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,3,3021,3021,2860,2025-12-13,W - Cesar Almeida,2025-12-13,W - Cesar Almeida,NA,NA
Shara Magomedov,1994-05-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,14,16,6,5,2 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,1,4,4,4.8,3020,3071,2790,2023-10-21,W - Bruno Silva,2025-07-26,W - Marc-Andre Barriault,2026-06-27,Michel Pereira
Joanderson Brito,1995-02-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,NA,16,NA,16,16,10,7,3 KO 3 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,2,5,2,6.1,3016,3110,2744,2022-01-15,L - Bill Algeo,2026-06-06,W - Jordan Leavitt,NA,NA
Stephen Thompson,1983-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,1,16,22,12,6 KO 0 Sub 6 Dec,9,2 KO 1 Sub 6 Dec,-3,7,8,3.7,3012,3319,3019,2012-02-04,W - Dan Stittgen,2025-07-12,L - Gabriel Bonfim,NA,NA
Brian Ortega,1991-02-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,featherweight,11,NA,16,NA,1,16,14,8,3 KO 4 Sub 1 Dec,5,2 KO 0 Sub 3 Dec,-2,6,8,3.1,3010,3290,3060,2014-07-26,NC - Mike De La Torre,2025-08-23,L - Aljamain Sterling,NA,NA
Jake Matthews,1994-08-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,NA,16,NA,16,16,24,16,2 KO 6 Sub 8 Dec,8,1 KO 4 Sub 3 Dec,1,3,3,6,3010,3077,2764,2014-06-27,W - Dashon Johnson,2026-05-30,W - Carlston Harris,NA,NA
Deiveson Figueiredo,1987-12-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,9,NA,16,NA,-1,8,22,14,4 KO 4 Sub 6 Dec,7,2 KO 2 Sub 3 Dec,-2,5,4,4.6,3009,3334,3056,2017-06-03,W - Marco Beltran,2026-05-30,L - Song Yadong,NA,NA
Kai Kara-France,1993-03-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,New Zealand,male,flyweight,16,NA,16,NA,2,16,13,8,3 KO 0 Sub 5 Dec,5,1 KO 2 Sub 2 Dec,-1,3,6,5.3,3008,3091,2844,2018-12-01,W - Elias Garcia,2025-06-28,L - Alexandre Pantoja,NA,NA
Tofiq Musayev,1989-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Azerbaijan,male,lightweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,1,1,1,5.5,3006,3006,2985,2025-06-21,L - Myktybek Orolbai,2026-03-28,W - Ignacio Bahamondes,2026-08-01,Ludovit Klein
Nicolas Dalby,1984-11-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Denmark,male,welterweight,16,NA,16,NA,16,16,15,8,1 KO 0 Sub 7 Dec,5,1 KO 0 Sub 4 Dec,1,4,3,7.3,3005,3116,2821,2015-05-30,W - Elizeu Zaleski dos Santos,2025-11-22,W - Saygid Izagakhmaev,NA,NA
Losene Keita,1997-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Belgium, Guinea",male,featherweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,8,3005,3005,3035,2026-03-21,L - Nathaniel Wood,2026-03-21,L - Nathaniel Wood,NA,NA
Jalin Turner,1995-05-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,9,16,14,8,5 KO 3 Sub 0 Dec,6,2 KO 1 Sub 3 Dec,1,5,2,6.9,3002,3140,2863,2018-10-06,L - Vicente Luque,2025-12-06,W - Edson Barboza,NA,NA
Rafael Fiziev,1993-03-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Azerbaijan, Kyrgyzstan",male,lightweight,11,NA,16,NA,6,16,12,7,3 KO 0 Sub 4 Dec,5,3 KO 0 Sub 2 Dec,-1,6,7,3.9,3001,3181,2996,2019-04-20,L - Magomed Mustafaev,2026-02-01,L - Mauricio Ruffy,2026-06-27,Manuel Torres
Fares Ziam,1997-03-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Algeria, France",male,lightweight,16,NA,16,NA,14,16,11,8,2 KO 0 Sub 6 Dec,3,0 KO 1 Sub 2 Dec,-1,6,1,8.1,3001,3164,2796,2019-09-07,L - Don Madge,2026-06-06,L - Tom Nolan,NA,NA
